Pressure,Temperature,Flow Rate,Vibration,Leak Status
52.483570765056164,34.198066309758005,93.24821725025619,3.092192442122609,0.0
49.308678494144075,32.77390104873831,98.55481329284483,4.139614989220498,0.0
53.23844269050346,30.17889110976052,92.07580079000039,4.586394466578356,0.0
57.61514928204013,28.059189666883277,96.9203847036096,6.887687657340191,0.0
48.82923312638332,32.09466994084077,81.06385333046214,5.5565531245337585,0.0
48.8293152152541,31.180456156265247,102.13293707372938,3.6645184309001086,0.0
57.896064077536955,32.6855796600832,100.01205475362224,5.486036289417637,0.0
53.837173645764544,31.905515405045907,91.82911368931809,3.4526960110616347,0.0
47.65262807032524,33.148658145958,106.59245668432405,6.082691053887073,0.0
52.712800217929825,28.394294365318295,109.37570137626558,4.528875348182122,0.0
47.68291153593769,33.952182196902974,83.92440135631026,4.906363811260829,0.0
36.596845705859636,37.753135239410284,62.41630044759436,11.289838533738454,1.0
51.20981135783017,36.225782617875794,92.30857650212701,3.71283643141575,0.0
40.43359877671101,27.932436545731296,90.60096898891135,3.6028818148870085,0.0
41.375410837434835,35.207891409495744,108.29474841931749,4.416400673653995,0.0
47.188562353795135,30.593732350387942,98.06173861227197,6.038378851019317,0.0
44.93584439832788,28.045745989156654,97.35485158689389,3.480653924523158,0.0
51.57123666297637,28.548342497837034,79.96137635593246,2.167844401889431,0.0
45.45987962239394,29.03895807541704,106.35418030209226,4.5488411415910015,0.0
42.93848149332354,31.272497839205748,87.60741605146528,5.55174079991092,0.0
57.32824384460777,31.5685064641065,100.59932630266329,6.2002617497388295,0.0
48.87111849756732,28.278899988184264,102.77376937958192,4.536838637914601,0.0
36.03621370247136,39.83385289442345,93.52039593246872,8.922528307596808,1.0
42.87625906893272,36.42681107583559,86.91179600880888,6.153900734255747,0.0
47.27808637737409,35.182629510302135,69.80487844179174,3.1302583003045794,0.0
50.554612948549334,31.308971009022095,101.83849544753694,4.611479224816991,0.0
44.24503211288849,30.1140104345046,118.00511181510853,5.190423889925058,0.0
51.87849009172836,30.360093980154783,112.38946352939438,5.4492187212850345,0.0
46.99680655040598,31.84055391819125,102.09659415274626,4.490193306809117,0.0
48.54153125103362,26.931622304404783,95.08363814367952,5.034441011705841,0.0
46.991466938853016,29.227870387729965,108.0712259663731,2.5116726465870105,0.0
59.26139092254469,24.99424777836723,90.26453800295532,4.341751587666152,0.0
49.93251387631033,31.197669367815838,104.7635776935622,5.453508712554467,0.0
25.58936298740524,39.425304959138145,79.17038918713175,7.775131148391053,1.0
54.11272456051594,28.550440613101877,110.6020990749888,5.058984221589597,0.0
43.89578175014489,34.7219602898701,127.59660038911078,5.446872500802698,0.0
51.04431797502378,26.322703010992974,103.92415967178766,4.657450799142235,0.0
40.201649380601125,25.60687535937054,94.91036374292501,5.170463770996571,0.0
43.359069755507846,30.673355455679918,99.74425687808005,4.037267434715388,0.0
50.984306179345616,33.14129490783646,82.30924095110882,4.793388720303954,0.0
53.69233289997705,35.0517830743736,93.05286868910942,5.610216169589222,0.0
50.85684140594985,28.62334721139318,95.90717561886896,5.156972960968434,0.0
49.4217585880588,33.236042500293884,94.75911602065408,4.4134687304360645,0.0
48.494481522053555,29.884474591497877,101.52354872033722,5.224216404290793,0.0
42.60739004816286,29.48211810017754,91.775800676178,5.714609790636618,0.0
46.40077895802646,32.650979812460015,111.21030667324472,2.950058721422522,0.0
47.696806145201066,31.95696863524026,100.00207064918197,6.159074064955898,0.0
55.285611131094576,25.270823529047252,99.90699678861385,4.663745261318928,0.0
51.718091447842305,34.42962104917768,96.72105283487082,5.425489933240231,0.0
41.18479922318633,34.14027406244236,101.55190683858979,6.197246923645228,0.0
51.620419846973974,28.12331189547141,108.25098264667635,3.6283263027695343,0.0
48.07458859791842,31.187410600312226,91.32869784289099,4.290558997572454,0.0
46.61538999847021,31.482090558848217,93.41883510924744,4.711451304124295,0.0
53.058381444204336,30.782021297471722,96.96273971223336,4.216246478875572,0.0
55.154997612479754,28.34908453846374,86.54129076526785,6.734936575836809,0.0
54.65640059558099,27.985129896185846,91.80742140278502,4.143227906173207,0.0
45.80391238388681,29.923337787025662,95.23779126455341,4.444453220513133,0.0
48.45393812074393,33.51818705777809,108.74389180712727,5.204389031602977,0.0
51.65631715701782,31.630800463783295,102.62561329001925,3.797850473923911,0.0
42.197752966768014,38.531974109769145,73.8044790688582,7.4605314936340035,1.0
47.60412881077355,32.31509613194503,108.50897962167971,5.317453261250175,0.0
49.07170511668092,21.454372138109775,98.62628211600604,4.667139595617488,0.0
44.468325129969855,33.44629710111631,103.9046484992889,4.906613141100052,0.0
44.01896687959665,24.7808586636657,98.96778247067503,4.470667887551629,0.0
54.06262911197099,28.912677175790602,102.65362349399628,3.485529690819233,0.0
56.78120014285412,26.640990316121567,94.17241342388418,5.321593211339239,0.0
49.63994939209833,26.115955572837283,75.61182841723571,6.754933071647241,0.0
55.01766448946012,33.48248036213556,98.65720837813696,5.018401630783438,0.0
51.808180125238174,28.596896396064327,114.2274813609994,5.22526411724755,0.0
46.774401226974376,31.039511645192146,109.26215402241593,5.6927227551168595,0.0
51.80697802754207,29.85923826336245,109.6539748459117,3.730669503453301,0.0
57.690182832329846,31.431122481669366,112.36130721806218,6.702514658129606,0.0
49.82086980445024,30.230465673180767,100.88657590961438,5.202328796422802,0.0
57.82321827907003,26.15102332743429,101.97315707405596,6.631856899089109,0.0
36.901274479551276,32.98880045834142,93.8234810456565,4.266967004476011,0.0
54.10951252187612,28.51873025051606,96.8392714397295,6.818061922557825,0.0
50.435235341190854,25.330254304020748,106.15771149771142,5.775155494034783,0.0
48.50496324767066,28.715654517102262,112.03884437168816,5.553040085852358,0.0
50.458803882677515,34.50227937190293,98.60553724319,5.234024454353148,0.0
40.06215542699554,32.55066522634048,95.49810735148588,4.75147138192555,0.0
48.90164056081244,28.954043596776422,100.00527958856597,6.2005316584738726,0.0
51.78556285755873,28.952226887044713,106.01206748929116,5.140359869848047,0.0
46.03201169270857,35.0926285927567,56.41303034014803,6.048450934689266,1.0
47.40864890863176,36.23024395068252,77.03819046862762,3.8828135382929974,0.0
45.95753198553406,31.14580635669466,94.49463150508416,4.814154247807252,0.0
47.491214782077314,31.290124941573207,87.79287574085842,5.309998983165555,0.0
54.57701058851037,33.09085036209552,94.9185980235269,4.943411511100104,0.0
51.64375554829842,30.71636747707954,98.52219681182528,6.218970789793663,0.0
47.351198981164806,29.22287356253789,95.46751590976987,3.048898135961375,0.0
52.56633716556678,29.410950452745066,114.52467534470745,5.14358793650516,0.0
50.4853877467402,29.785196221757808,103.2674476460232,3.1820207746128455,0.0
54.84322495266444,29.888333290470474,103.00474359610828,5.759712295484168,0.0
46.48973453061324,32.18288863091094,106.22207144043402,4.905541285557997,0.0
48.36168926701116,30.1558376574219,88.61166882219231,5.419609972024118,0.0
48.03945923433921,32.19792023164674,110.39111787420269,4.136117039410234,0.0
42.68242525933941,29.757850259674253,99.2423571346454,6.279464931657751,0.0
